Date,MSFT|Buy&Hold,MSFT|SMA 50/200 (Golden Cross),MSFT|SMA 10/20 (backtesting.py),MSFT|RSI(2) MeanRev (Connors),MSFT|Bollinger MeanRev,MSFT|MACD Crossover,MSFT|Donchian Breakout (Turtle),NVDA|Buy&Hold,NVDA|SMA 50/200 (Golden Cross),NVDA|SMA 10/20 (backtesting.py),NVDA|RSI(2) MeanRev (Connors),NVDA|Bollinger MeanRev,NVDA|MACD Crossover,NVDA|Donchian Breakout (Turtle),TSLA|Buy&Hold,TSLA|SMA 50/200 (Golden Cross),TSLA|SMA 10/20 (backtesting.py),TSLA|RSI(2) MeanRev (Connors),TSLA|Bollinger MeanRev,TSLA|MACD Crossover,TSLA|Donchian Breakout (Turtle),AMZN|Buy&Hold,AMZN|SMA 50/200 (Golden Cross),AMZN|SMA 10/20 (backtesting.py),AMZN|RSI(2) MeanRev (Connors),AMZN|Bollinger MeanRev,AMZN|MACD Crossover,AMZN|Donchian Breakout (Turtle),GOOGL|Buy&Hold,GOOGL|SMA 50/200 (Golden Cross),GOOGL|SMA 10/20 (backtesting.py),GOOGL|RSI(2) MeanRev (Connors),GOOGL|Bollinger MeanRev,GOOGL|MACD Crossover,GOOGL|Donchian Breakout (Turtle),META|Buy&Hold,META|SMA 50/200 (Golden Cross),META|SMA 10/20 (backtesting.py),META|RSI(2) MeanRev (Connors),META|Bollinger MeanRev,META|MACD Crossover,META|Donchian Breakout (Turtle),JPM|Buy&Hold,JPM|SMA 50/200 (Golden Cross),JPM|SMA 10/20 (backtesting.py),JPM|RSI(2) MeanRev (Connors),JPM|Bollinger MeanRev,JPM|MACD Crossover,JPM|Donchian Breakout (Turtle),KO|Buy&Hold,KO|SMA 50/200 (Golden Cross),KO|SMA 10/20 (backtesting.py),KO|RSI(2) MeanRev (Connors),KO|Bollinger MeanRev,KO|MACD Crossover,KO|Donchian Breakout (Turtle),XOM|Buy&Hold,XOM|SMA 50/200 (Golden Cross),XOM|SMA 10/20 (backtesting.py),XOM|RSI(2) MeanRev (Connors),XOM|Bollinger MeanRev,XOM|MACD Crossover,XOM|Donchian Breakout (Turtle),JNJ|Buy&Hold,JNJ|SMA 50/200 (Golden Cross),JNJ|SMA 10/20 (backtesting.py),JNJ|RSI(2) MeanRev (Connors),JNJ|Bollinger MeanRev,JNJ|MACD Crossover,JNJ|Donchian Breakout (Turtle)
2024-08,-0.11,-0.11,-1.7,-1.5,0.77,0.2,0.0,2.01,2.01,-8.22,1.41,-0.8,2.73,-5.7,-7.74,-7.74,-2.87,0.0,0.0,-7.47,0.0,-4.54,-4.54,1.3,3.06,5.66,0.46,0.0,-4.76,-4.76,-1.72,2.55,-2.89,0.21,0.0,9.79,9.79,2.24,0.33,4.77,5.76,0.16,5.64,5.64,-4.12,2.37,4.31,6.21,1.86,8.59,8.59,8.59,0.0,0.0,5.02,8.59,0.25,0.25,0.25,4.07,0.0,-6.09,-4.03,5.87,4.64,3.21,0.0,0.0,2.95,5.87
2024-09,3.15,3.15,-3.29,-0.05,0.0,-0.06,0.14,1.74,1.74,-10.11,-2.11,0.0,-7.84,0.0,22.19,22.19,21.02,0.0,0.0,22.13,13.61,4.39,4.39,-2.19,-0.97,0.0,4.39,0.93,1.65,1.65,-2.24,-5.24,1.28,0.38,1.11,9.91,9.91,1.41,-0.05,4.96,7.29,6.68,-6.2,-6.2,-8.14,-1.61,2.53,-5.54,-5.54,-0.16,-0.16,-0.43,1.56,0.0,-1.88,-1.97,-0.61,-0.61,-0.11,4.63,3.29,-1.21,-4.09,-2.29,-2.29,-1.91,-1.33,0.86,-0.68,-1.07
2024-10,-5.57,-5.57,-7.59,-0.02,4.28,-7.17,-5.97,9.32,9.32,9.32,4.9,0.0,14.68,6.22,-4.5,-4.5,-19.44,8.13,19.48,-11.86,-15.38,0.04,0.04,-4.75,0.05,0.0,-5.38,-3.05,3.17,3.17,-1.03,0.0,0.0,-0.42,3.17,-0.85,-0.85,-1.58,0.8,0.0,3.09,0.65,5.89,5.89,7.66,2.54,0.73,5.16,3.93,-9.11,-9.11,-2.4,-5.02,-6.97,0.0,0.0,-0.38,-0.38,1.97,-1.88,0.0,2.88,-0.03,-1.36,-1.36,-3.23,-0.06,1.21,-1.62,-2.67
2024-11,4.42,4.42,3.91,0.0,0.0,-2.84,-0.05,4.14,4.14,1.89,12.08,0.0,-4.73,-6.73,38.15,38.15,38.15,18.7,0.0,33.17,38.15,11.53,11.53,10.32,5.34,0.0,3.22,6.37,-1.26,-1.26,-2.07,3.92,0.0,2.4,-2.08,1.19,1.19,-3.76,7.5,3.41,-0.92,0.0,12.53,12.53,12.53,0.0,0.0,0.97,0.97,-1.14,-1.14,0.0,-4.21,-1.47,1.21,0.0,1.84,1.84,-2.14,1.46,5.16,-1.92,-2.18,-2.26,-2.26,0.12,-2.29,2.52,0.65,0.0
2024-12,-0.46,-6.22,0.27,-3.21,0.0,3.15,1.39,-2.86,-2.86,0.0,1.03,0.0,-4.28,0.0,17.0,17.0,17.0,0.0,0.0,10.52,20.87,5.53,5.53,-0.57,0.0,0.0,4.51,0.51,12.17,12.17,-3.17,1.45,0.0,8.94,2.18,2.03,2.03,-2.3,1.67,0.0,0.72,0.72,-4.01,-4.01,-3.33,-0.73,5.44,-1.44,-2.8,-2.84,-2.41,-0.93,0.0,0.0,-2.84,0.0,-8.81,-8.81,-0.14,-8.81,-5.92,0.0,0.0,-6.7,-6.7,-1.91,0.0,-3.33,-4.27,0.0
2025-01,-1.53,-1.53,-6.58,1.46,1.68,-3.18,-7.09,-10.59,-10.59,1.7,3.26,1.35,-16.7,-10.93,0.19,0.19,3.59,1.59,0.0,0.0,0.0,8.34,8.34,0.86,4.6,0.0,1.09,2.92,7.78,7.78,6.61,4.25,0.0,-4.29,7.78,17.71,17.71,15.92,2.24,0.0,7.36,8.23,12.09,12.09,10.93,0.0,0.0,10.93,9.4,1.96,0.0,2.47,0.0,2.27,1.53,-0.66,-0.69,0.22,-2.68,-0.05,1.05,-0.74,-3.21,5.21,-0.05,3.43,0.0,1.06,5.21,2.91
2025-02,-4.16,-3.55,0.13,0.0,1.09,-3.06,0.0,4.04,4.04,-10.43,-4.16,11.19,-1.81,0.0,-27.59,-27.59,-5.22,-12.93,-19.02,0.0,0.0,-10.69,-10.69,-3.83,-4.8,-4.8,-3.64,-3.64,-16.54,-16.54,-9.21,-8.17,0.0,-6.31,-6.27,-3.04,-3.04,-2.3,-3.88,1.58,2.07,2.07,-0.99,-0.99,-3.23,-0.86,2.77,3.06,-0.24,12.18,0.0,12.18,0.0,0.0,12.18,12.18,5.14,0.0,1.23,0.0,0.0,2.05,-0.65,9.33,0.0,9.33,0.0,0.0,9.33,9.33
2025-03,-5.44,0.0,-3.94,0.0,-1.49,-3.47,0.0,-13.23,-5.15,-16.71,-7.39,9.71,-8.34,0.0,-11.54,-11.54,-1.72,-15.15,-5.03,9.64,0.0,-10.37,-10.37,0.0,-7.62,-4.3,-3.08,0.0,-9.08,-9.08,0.0,1.56,0.15,-5.06,0.0,-13.67,-13.67,0.0,-10.84,-6.23,-8.02,0.0,-7.31,-7.31,0.96,-4.21,-6.32,1.47,0.0,1.32,3.11,-0.85,1.36,0.0,-1.64,-1.83,6.83,0.0,-0.48,0.0,5.93,2.77,1.09,0.5,1.79,-1.26,1.98,0.0,0.46,-1.36
2025-04,5.29,0.0,-0.78,0.0,8.41,-4.67,0.82,0.5,0.0,3.42,0.0,12.19,-7.94,0.0,8.87,-2.68,-6.03,0.0,0.0,-19.65,-1.03,-3.07,-9.02,-9.07,0.0,4.45,-9.88,0.0,2.69,-6.47,2.17,0.0,2.81,3.81,0.0,-4.75,-4.75,0.0,1.58,10.07,2.87,0.0,0.34,0.34,-11.14,0.0,12.22,-10.76,0.0,1.3,1.3,0.9,0.0,0.0,-5.93,-6.75,-11.18,0.0,-15.31,0.0,4.01,-7.09,-5.51,-5.75,-5.75,0.57,0.0,2.65,-0.79,0.0
2025-05,16.68,0.0,16.68,0.0,0.0,14.05,16.68,24.06,0.0,21.01,0.0,0.0,24.06,17.96,22.79,0.0,22.79,0.0,0.0,22.79,22.79,11.16,0.0,7.73,2.33,0.0,11.16,6.68,8.15,0.0,5.11,0.0,0.0,4.15,-4.3,17.94,6.92,13.1,2.33,0.0,17.44,8.4,7.92,7.92,7.92,0.0,0.0,6.52,6.88,-0.62,-0.62,1.02,2.89,3.45,0.52,-1.79,-2.26,0.0,-1.09,0.0,0.0,-3.72,-4.9,0.15,0.15,-1.44,0.0,4.02,-3.05,0.0
2025-06,8.05,5.16,8.05,0.0,0.0,-0.06,8.05,16.93,0.1,16.93,0.0,0.0,8.12,16.93,-8.31,0.0,-13.24,-1.9,22.35,-4.99,-4.21,7.01,0.0,7.01,1.96,0.0,-2.43,-0.19,2.74,0.0,1.12,0.0,0.0,-2.38,-2.9,14.08,5.07,14.08,0.0,0.0,2.25,14.08,9.81,9.81,9.81,0.0,0.0,5.37,9.81,-1.17,-1.17,-0.85,-0.54,1.57,-2.98,-3.19,5.38,0.0,-1.81,0.0,0.0,4.1,-1.43,-1.58,0.07,-2.04,0.0,1.93,-2.93,-2.7
2025-07,7.26,7.26,7.26,0.0,0.0,-1.13,7.26,12.58,12.58,12.58,3.91,0.0,5.67,12.58,-2.96,2.47,-13.07,-2.55,0.0,-4.21,0.0,6.71,6.67,6.71,0.0,0.0,-0.22,6.71,8.89,0.83,10.01,0.0,0.0,6.81,7.37,4.79,4.79,-3.45,1.33,0.0,-3.37,-3.8,2.68,2.68,2.68,0.0,0.0,-2.74,2.68,-4.04,-4.04,0.4,1.15,-0.39,-3.15,0.0,3.56,0.0,-1.22,-1.65,0.0,-1.81,-6.37,7.85,5.36,5.69,0.0,2.02,5.6,4.42
2025-08,-4.87,-4.87,-5.25,-0.53,0.0,-2.47,-2.55,-2.07,-2.07,2.14,1.62,0.0,0.0,-1.3,8.3,0.1,-0.46,0.0,0.0,-2.66,-9.18,-2.18,-2.18,-2.94,5.63,7.45,-11.69,-8.32,10.95,10.95,10.95,3.29,0.0,1.92,10.95,-4.49,-4.49,0.45,-1.75,0.0,-2.94,-2.94,1.75,1.75,-0.19,1.1,0.0,0.85,-2.3,1.62,1.62,-2.76,3.27,2.34,-0.93,-2.67,3.33,8.94,2.23,0.0,0.0,6.34,1.32,8.33,8.33,8.33,0.0,0.0,7.86,8.33
2025-09,2.22,2.22,-0.05,0.0,0.0,0.45,-0.05,7.13,7.13,1.57,5.49,1.71,1.03,1.57,33.2,5.43,33.2,0.0,0.0,24.92,33.2,-4.12,-4.12,-3.67,-2.5,-0.57,-4.89,-3.51,14.28,14.28,14.28,-1.68,0.0,16.12,14.67,-0.52,-0.52,-3.95,-1.57,0.0,-0.56,-3.89,4.65,4.65,4.65,0.0,0.0,0.22,0.22,-3.13,-3.13,0.0,-2.13,0.0,0.0,0.0,-1.35,-1.35,-0.48,2.89,0.0,-7.78,-1.35,4.66,4.66,-1.75,0.77,1.95,2.04,1.32
2025-10,-0.03,-0.03,-4.62,1.04,0.0,-1.38,-3.99,8.53,8.53,-5.6,0.0,0.0,1.93,-2.91,2.66,2.66,-1.35,0.0,0.0,-3.4,-7.92,11.23,11.23,5.99,0.0,2.52,6.3,6.48,15.67,15.67,12.79,4.7,6.01,8.13,9.55,-11.71,-11.71,-14.31,-0.17,-0.86,-9.06,-11.32,-0.89,-0.89,-2.72,-0.5,0.98,0.21,-1.06,3.89,0.03,2.72,0.75,0.0,3.84,2.01,1.43,1.43,-0.85,4.23,0.0,-0.4,-2.55,1.86,1.86,1.81,0.99,0.0,4.0,2.63
2025-11,-4.8,-4.8,-2.33,-1.96,-0.89,-0.2,-0.72,-12.59,-12.59,-7.89,5.73,0.0,-7.16,-7.77,-5.78,-5.78,-12.0,3.82,6.96,-5.25,-5.97,-4.5,-4.5,-11.13,-4.85,0.0,-3.95,-3.95,13.87,13.87,13.87,0.0,0.0,5.75,7.38,-0.06,-0.06,-1.69,0.0,-1.92,5.64,0.0,0.63,0.63,-3.73,0.77,0.0,-2.46,-2.46,6.12,0.0,6.17,0.18,0.0,2.19,0.63,2.25,2.25,2.25,-0.09,0.0,-0.54,-0.94,10.25,10.25,4.23,-0.29,0.0,7.07,7.38
2025-12,-1.71,-1.71,-0.75,0.0,-0.25,-2.56,0.0,5.37,5.37,-4.06,3.31,5.77,-4.37,-1.48,4.54,4.54,-1.11,-2.21,-0.05,6.74,-0.23,-1.03,-1.03,-4.63,3.88,0.0,-0.62,0.0,-2.18,-2.18,-5.52,0.09,0.0,-2.0,-2.41,1.96,0.29,3.24,0.0,0.0,1.96,-0.19,2.92,2.92,2.17,5.51,0.0,2.87,1.11,-3.72,-0.18,-3.35,-0.31,0.0,-2.72,-3.02,3.81,3.81,2.2,2.87,0.0,-3.47,-4.36,0.01,0.01,0.01,1.9,0.0,-3.8,-4.08
2026-01,-11.03,-6.76,-0.95,-0.13,3.68,-14.36,0.0,2.48,2.48,-5.3,0.0,5.29,0.91,-1.08,-4.29,-4.29,-3.77,9.37,3.27,0.0,0.0,3.67,3.67,5.9,3.78,0.0,-2.22,-0.98,7.99,7.99,6.73,3.39,0.0,0.68,4.92,8.55,0.0,-4.09,0.0,2.52,8.44,4.62,-4.64,-4.64,-5.67,-1.54,0.99,1.11,-3.13,7.01,7.01,4.21,0.26,1.91,6.06,4.96,17.5,17.5,17.5,0.0,0.0,17.5,17.5,9.81,9.81,2.55,1.46,0.0,6.31,2.55
2026-02,-8.52,0.0,0.0,0.0,-8.52,-2.01,0.0,-7.29,-7.29,-7.27,2.71,6.33,-11.41,-16.35,-6.48,-6.48,0.0,1.07,-0.55,-10.11,0.0,-12.24,-12.24,0.0,0.0,-5.75,-0.69,0.0,-7.76,-7.76,-8.05,-2.54,-2.19,-1.52,-4.53,-9.54,0.0,-10.82,0.0,0.0,-6.44,-9.35,-1.83,-1.83,-7.79,1.93,2.88,-4.0,0.0,9.02,9.02,9.02,0.0,0.0,7.55,9.02,8.57,8.57,8.57,0.0,0.0,4.02,8.57,9.9,9.9,9.9,0.0,0.0,8.13,9.9
2026-03,-5.75,0.0,-6.82,0.0,-0.4,-2.82,0.0,-1.57,-1.57,0.31,4.18,1.79,-0.05,-0.05,-7.64,-7.64,0.0,3.82,1.43,-10.46,0.0,-0.82,1.21,-3.18,0.0,7.77,-5.12,0.0,-7.7,-7.7,0.0,0.73,-1.99,-5.5,0.0,-11.66,0.0,-3.09,0.0,-6.74,-5.59,0.0,-2.04,-5.86,0.0,0.0,3.26,2.6,0.0,-6.11,-6.11,-4.56,-0.83,0.0,-1.74,-4.29,11.25,11.25,11.25,2.23,0.0,6.78,5.45,-1.61,-1.61,-2.83,3.47,1.74,0.0,-3.59
2026-04,10.16,0.0,-0.89,0.0,3.78,9.3,-0.89,14.43,14.43,5.37,0.0,1.81,12.45,5.75,2.66,-7.08,-1.29,0.0,5.38,4.74,-7.04,27.27,0.0,13.39,0.0,1.05,25.81,19.74,33.82,33.82,19.7,-0.05,4.27,30.04,21.21,6.95,0.0,-7.68,0.0,6.99,6.36,-3.61,7.03,0.0,6.97,1.56,0.0,5.62,5.97,3.56,3.56,-4.64,1.19,0.0,-3.1,-2.55,-9.04,-9.04,-10.08,-7.11,0.0,-5.33,-7.97,-5.97,-5.97,-2.92,-3.35,-0.41,-2.56,0.0
2026-05,10.65,0.0,10.3,0.0,0.0,1.38,5.34,5.8,5.8,5.8,3.85,0.0,1.28,-2.78,14.19,0.0,14.19,3.8,0.0,8.09,5.78,2.11,-1.63,1.23,3.41,0.0,1.43,-0.4,-1.16,-1.16,1.33,0.54,0.0,3.1,-0.53,3.37,0.0,-1.67,0.0,0.0,-0.53,-0.05,-4.44,0.0,-1.27,-0.05,1.32,0.0,-1.83,0.32,0.32,0.5,0.0,0.0,2.04,0.32,-5.24,-5.24,-5.62,-0.51,0.0,-6.88,-6.44,-1.4,-1.4,-2.25,1.23,0.2,-1.7,-2.25
2026-06,-17.16,0.0,-13.26,0.0,0.0,-7.55,-8.6,-8.71,-8.71,5.48,4.41,-6.17,0.0,0.0,-12.87,0.0,-10.32,-2.37,-2.93,-4.62,-10.32,-14.02,-14.02,0.0,-4.19,-9.34,0.0,0.0,-11.24,-11.24,0.0,-4.2,-6.75,0.0,0.0,-12.92,0.0,-9.77,0.0,-3.59,-10.2,0.0,9.94,5.29,5.79,0.0,0.0,5.79,5.29,5.26,5.26,-0.03,2.03,5.78,-4.51,-0.61,-6.0,-6.0,4.95,-0.46,-0.97,0.0,0.0,13.02,13.02,13.02,5.79,0.0,4.48,7.34
